Abstract,Label
"Vasopressin-related bullous disease of the legs. We report a 33-year-old man who developed cutaneous necrosis of the lower extremities with extensive bulla formation after i.v. administration of vasopressin for the treatment of bleeding esophageal varices. Due to its potent nonselective vasoconstrictive action, vasopressin not only may induce cardiac and gastrointestinal ischemia, but cutaneous ischemia as well. As in our patient, this may lead to extensive necrotic skin lesions at sites distant from the infusion.",Skin_and_Connective_Tissue_Diseases
"No linkage between D2 dopamine receptor gene region and schizophrenia. The dopamine hypothesis is one of the major etiological hypotheses of schizophrenia. The well-established role of genetic factors in schizophrenia together with reports of increased D2 dopamine receptor densities in untreated schizophrenic patients support the D2 dopamine receptor gene as a strong candidate gene for schizophrenia. The recent cloning of the D2 dopamine receptor gene made it possible to test the involvement of the D2 dopamine receptor locus (DRD2) in a large Swedish and a smaller Californian schizophrenia pedigree. Using multipoint linkage analysis between schizophrenia and a genetic map that includes the DRD2 locus and assuming a dominant mode of inheritance, we were able to exclude the DRD2 locus with a lod score of -4.14 for the penetrance of 0.72 and with a lod score of -3.05 for the lower bound penetrance of 0.56. The area of exclusion (lod score, less than -2.00) extended 27 centimorgans. These results provide strong evidence against linkage of the D2 dopamine receptor gene region to schizophrenia in the two pedigrees investigated. We conclude that the genetic predisposition to schizophrenia in these pedigrees is not due to aberrations in the DRD2 locus or the porphobilinogen deaminase locus. Our results do not support the D2 dopamine receptor hypothesis of schizophrenia. However, they cannot exclude the possibility that other genes regulating aspects of D2 dopamine expression might be involved in the etiology of schizophrenia, such as the expression of two D2 dopamine receptor subtypes by alternative RNA splicing.",Skin_and_Connective_Tissue_Diseases
"Central nervous system vasculitis after chickenpox--cause or coincidence? A 7.5 year old boy, known to have a seizure disorder, presented with an infarct in the left middle cerebral artery territory, 10 weeks after severe chickenpox. Immunofluorescent antibody titre to the varicella zoster virus in the cerebrospinal fluid was 1:32. Cerebral angiography showed evidence of focal vasculitis. He presented again seven months later with an acute exacerbation of seizures. Magnetic resonance imaging of the brain showed an old posterior extension of the infarct, but a repeated angiography demonstrated an improvement in the vasculitic process. Cerebrospinal fluid antibody titre was again 1:32. Although this may have been an unfortunate coincidence, a possible association between chickenpox and vasculitis, similar to that reported with herpes zoster, and with potentially significant clinical implications, should be considered. As a definite proof can be obtained only by a brain biopsy, however, which is generally not indicated in such cases, only additional clinical reports can lead to delineation of this association as a definite entity.",Virus_Diseases
"Intensive liver care and management of acute hepatic failure. In describing acute liver failure, the term fulminant hepatic failure (FHF) is used to denote patients with the most rapid progression, normally defined as the onset of encephalopathy within eight weeks of the onset of symptoms. For patients with a slower onset of encephalopathy, ranging from eight weeks to six months after the onset of symptoms, late-onset hepatic failure is the term used to reflect the overlap in clinical features with some patients with FHF. The importance of accurately determining the type of acute liver failure results from increasing evidence of an inverse relationship between the tempo of disease progression and the chances of recovery. Prognosis is also dependent on the underlying etiology. Principles of management are as follows: (1) an accurate recognition of the tempo of the hepatic failure--fulminant, late onset, acute on chronic--and the establishment of a likely etiology; (2) early detection and treatment of complications, particularly metabolic acidosis (early), renal failure, cerebral edema, and infection (late); (3) optimization of conditions for regeneration by maintenance of a near normal metabolic milieu (with removal of toxins by various methods of artificial liver support if necessary); and (4) early consideration of an orthotopic liver transplant for those patients in the poor prognosis group. Variations in the natural history and clinical features of acute liver failure (ALF) have led to a number of different classifications and subgroupings. Knowledge of these is important in relation to the assessment of prognosis and is even more important now that transplantation is a therapeutic option.",Virus_Diseases
"Guillain-Barre syndrome associated with human immunodeficiency virus infection in Zimbabwe. We studied the clinical features and human immunodeficiency virus (HIV) serology of 32 consecutive adults with inflammatory demyelinating polyneuropathy (IDP) admitted to the teaching hospitals in Harare, Zimbabwe. Twenty-nine of the IDP patients had Guillain-Barre syndrome (GBS), and the other three had chronic IDP. Sixteen of 29 (55%) GBS patients were HIV-seropositive, a higher frequency of HIV infection than in blood donors drawn from the population served by these hospitals. All three chronic IDP patients were HIV-seronegative. In all HIV-seropositive patients, GBS was the initial illness that brought the patient to medical attention and led to the diagnosis of HIV infection. Compared with seronegative patients, the HIV-seropositive GBS patients were more likely to have generalized lymphadenopathy, CSF pleocytosis, coexistent CNS disturbance, and prior sexually transmitted disease. GBS in this region of Africa is frequently associated with HIV infection.",Virus_Diseases
"Pyoderma gangrenosum with cutaneous T-cell lymphoma manifested as lower extremity ulcers--case reports. Patients with extensive lower extremity ulcerations initially thought to be vascular disease were subsequently proved to have pyoderma gangrenosum and malignant lymphoma. Both patients died of sepsis; one patient exhibited hypogammaglobulinemia involving immunoglobulins IgA, IgG, and IgE; in the second patient, a polyclonal excess involving IgA and IgE was present.",Skin_and_Connective_Tissue_Diseases
"Phosgene (chlorophenyl)hydrazones, strong sensitizers found in yellow sweaters bleached with sodium hypochlorite, defined as causative allergens for contact dermatitis by an experimental screening method in animals [published erratum appears in Contact Dermatitis 1990 Nov;23(5):383] 12 young men developed allergic contact dermatitis from wearing yellow cotton sweaters. We attempted to identify the causative agents by an experimental screening method in animals. Guinea pigs were sensitized with an acetone extract of the sweater material, by means of the guinea pig maximization test (GPMT). Active ingredients were then separated from the extract, by step-by-step patch test screening of chromatographic fractions in the guinea pigs, and finally analyzed by gas chromatography-mass spectrometry (GC-MS). Although there were 2 allergens with important activity (1 in the fraction eluted from the silica gel column with hexane, and 1 in the methanol fraction), the present study is focussed on the fat-soluble allergens in the hexane fraction. GC-MS analysis revealed that 4 kinds of phosgene (chlorophenyl)hydrazones (PCPHs) were present in the hexane fraction. PCPHs prepared in our laboratory showed strong eliciting activities, not only in the guinea pigs sensitized with the extract, but also in a male volunteer sensitized by exposure to a yellow sweater during irritancy testing. Phosgene (2,5-dichlorophenyl)hydrazone, which was the main component among the PCPHs found in the sweater, sensitized guinea pigs even at the 1 ppm level. From these results, we conclude that PCPHs were one of the allergens responsible for the cases.",Skin_and_Connective_Tissue_Diseases
"Delayed endolymphatic hydrops and its relationship to Meniere's disease. Delayed endolymphatic hydrops (EH) can be characterized as having ipsilateral and contralateral types. They are similar in that both have early and late phases of otologic symptoms and that the early phase is a profound hearing loss in one ear. The late phases differ, however, in that the ipsilateral type develops the symptoms of EH (episodic vertigo) in the deaf ear and the contralateral type develops the symptoms of EH (fluctuating hearing loss and/or episodic vertigo) in the hearing ear. In more than half the cases of both types of delayed EH, the profound hearing losses in the early phase are simply discovered to be present in early childhood without a known time of onset. The temporal bones of two patients with contralateral delayed EH show pathologic changes in the deaf ears that are similar to those known to occur in mumps and measles labyrinthitis, whereas the pathologic changes in the hearing ears are similar to those known to occur in Meniere's disease. These observations support the proposition that Meniere's disease may occur as a delayed sequela of inner ear damage sustained during an attack of subclinical viral labyrinthitis occurring in childhood.",Virus_Diseases
"Characterization of pemphigus foliaceus antigen from human epidermis. Pemphigus foliaceus (PF) and its endemic form, Fogo Selvagem (FS), are characterized by subcorneal vesicles and pathogenic IgG autoantibodies directed against keratinocyte surface antigens. A major pool of FS antigen(s) remains bound to the insoluble epidermal envelope fraction. In this paper we demonstrate that this antigen(s) can be released from the envelope fraction by sonication. By immune precipitation four components can be detected, having molecular weights (MW) of 260, 80, 62, and 45 kD. The 260-kD component is lost by boiling or extraction with glycine HCl at pH 2.8. The major components appear to be the 80- and 62-kD poly-peptides. They chromatograph as a unit by gel filtration in 0.1% SDS, in the MW range of 115-120 kD. The FS antigen(s) appears to be cationic, forming insoluble complexes at low pH with SDS, and is labile to ammonium sulfate and freezing and thawing. It is unaffected by positive pressure concentration, 50% acetone precipitation, and reduction/alkylation. The FS antigen(s) is precipitated by all FS and nonendemic PF sera except those in complete clinical and serologic remission. The FS antigen(s) is also precipitated by 50% of pemphigus vulgaris but none of the bullous pemphigoid sera tested. All FS antigenic components are immunoprecipitated by IgG4 autoantibodies, but the IgG1 subclass from the same patients appear to immunoprecipitate only the 62-kD polypeptide. The FS antigen(s) is able to adsorb human autoantibodies against human desmoglein 1 (DG1), but not rabbit antisera against bovine DG1 or 2. This paper shows that physical stress, i.e., sonication, may be able to solubilize sufficient FS antigen(s) from the epidermal envelope fractions for further chemical characterization. The relationship of these FS antigen(s) to other reported FS antigens is presently unknown.",Skin_and_Connective_Tissue_Diseases
"Frequency, spectrum and occupational relevance of type IV allergies to rubber chemicals. 3851 consecutive patients patch tested between January 1985 and March 1990 have been analysed for rubber allergies. The incidence of rubber allergy was 3.8% (n = 145). In 80/145 patients (55%), the source of rubber sensitization was occupational, 67 of whom (84%) had acquired allergy from wearing rubber gloves at work. Most of them (36%) were employed in the health services. The most commonly positive rubber-mix in this group was thiuram-mix (72%) followed by carba-mix (25%). 13/80 patients (16%) had occupational rubber allergy from industrial rubber products other than gloves. Patch tests revealed thiuram-mix (62%) as the most commonly positive rubber-mix but, in contrast to the group with glove-induced rubber allergy, black-rubber-mix came second (38%). In 47/145 patients (32%), the source of rubber sensitization was non-occupational; in 18/145 (13%) the origin remained unknown.",Skin_and_Connective_Tissue_Diseases
"Dengue-1 virus envelope glycoprotein gene expressed in recombinant baculovirus elicits virus-neutralizing antibody in mice and protects them from virus challenge. In order to test the feasibility of baculovirus (Autographa californica nuclear polyhedrosis virus, AcNPV) expression vectors for making immunogens against dengue-1 (DEN-1) virus, a portion of the envelope (E) glycoprotein gene of DEN-1 virus was cloned and expressed. The recombinant baculovirus contains 107 nucleotides from the 3' terminus of the DEN-1 matrix (M) gene, which encodes a hydrophobic signal peptide and extends through the first 1, 245 nucleotides of E, terminating 243 nucleotides before the 3' terminus of E. When the recombinant virus was grown in Spodoptera frugiperda cells, about 1 mg of E antigen was made per 10(9) cells. Recombinant E antigen reacted with E protein-specific monoclonal antibodies and stimulated production of DEN-1 virus neutralizing antibody in BALB/c mice. Mice immunized with recombinant E antigen or with heat-inactivated DEN-1 virus were protected significantly against lethal DEN-1 virus challenge. A dose/response effect was observed, with increasing amounts of recombinant antigen leading to increased survival. These results demonstrate the utility of baculovirus for producing immunogens against DEN-1 virus.",Virus_Diseases
"Cellular immune response toward human articular chondrocytes. T cell reactivities against chondrocyte and fibroblast membranes in destructive joint diseases. Articular cartilage is one of the major targets in destructive joint diseases in humans. We studied cellular immune reactions against cartilage cell-surface membranes, because it has recently been suggested that these represent possible antigenic structures, based upon the observation of autoantibodies with this specificity in certain joint diseases. A striking T cell reactivity toward chondrocyte membranes was found both in blood and synovial tissue from patients with rheumatoid arthritis. This reactivity was strongly dependent on the presence of monocytes and had all the characteristics of an antigen-driven process. Clonal analysis demonstrated high precursor frequencies in peripheral blood T cells that were reactive against chondrocyte membranes. This response to chondrocyte membranes greatly exceeded the T cell stimulation induced by membranes from other sources such as fibroblasts or epithelial cells. In contrast to patients with rheumatoid arthritis, individuals with osteoarthritis showed a strong peripheral blood and synovial fluid T cell response not only to chondrocyte membranes, but also to fibroblast membrane material. However, there was no reactivity to epithelial cell membranes. Normal donors generally did not show significant responses to any membrane preparation. These data indicate that there is a strong T cell reactivity toward chondrocyte membranes in destructive joint disorders, and this may significantly contribute to the pathogenetic processes that occur in these diseases.",Skin_and_Connective_Tissue_Diseases
"Marjolin's ulcer: a review and reevaluation of a difficult problem. The formation of an epidermoid carcinoma in nonhealing scar tissue, a Marjolin's ulcer, is a well described neoplasm. These lesions are, however, frequently overlooked and often inadequately treated. This paper reviews six cases of scar-tissue carcinoma. All lesions were secondary to various kinds of burns. Four of the Marjolin's ulcers were well-differentiated squamous cell carcinomas. One was a moderately differentiated squamous cell carcinoma, and one was a malignant melanoma. The average age at presentation was 59 years, and the mean interval from time of burn injury to appearance of neoplasm was 36.8 years. The lesions varied in anatomic location and involved the upper extremities, lower extremities, and scalp. In addition to the case studies, this paper reviews the literature and provides a logical treatment plan for a patient with a Marjolin's ulcer. Because these lesions can be very aggressive, a well thought-out treatment plan is necessary to optimize care and assure patient survival.",Skin_and_Connective_Tissue_Diseases
"Lateral sinus thrombosis: a problem still with us  Lateral sinus thrombosis is now a rare complication of ear disease in the developed world, since the advent of the widespread use of antibiotics. The classic picture is often modified by previous antibiotic treatment making diagnosis and management difficult. Lack of familiarity with this condition amongst present day otologists may lead to late diagnosis and treatment. We review three cases that we have managed recently and compare their clinical courses with the classic description of the disease.",Skin_and_Connective_Tissue_Diseases
"Ankle arthrodesis. A comparison of internal and external fixation. The authors reviewed the results of ankle arthrodesis in 68 ankles in 66 patients. The average follow-up period of the patients was five years (range, two to ten years). There were 40 ankles in which internal fixation was used and 28 ankles in which external fixation was used. The two groups were compared to determine the effect of mode of stabilization on outcome. Outcome was measured by time to union, development of complications, and clinical follow-up result. The groups were similar in regards to gender, age, and preoperative diagnosis. The external fixation group had a significantly higher prevalence of complications, including non-union, delayed union, and infection, than the internal fixation group. It was concluded that ankle arthrodesis with internal fixation is better tolerated and has fewer complications than techniques that use external fixation.",Skin_and_Connective_Tissue_Diseases
Use of indium 111-labeled white blood cell scan in the diagnosis of cytomegalovirus pneumonia in a renal transplant recipient with a normal chest roentgenogram. Opportunistic infections are common in patients after renal transplantation. This report describes a case of cytomegalovirus pneumonia in a renal transplant recipient with a normal chest roentgenogram and normal arterial oxygenation. An abnormal 111In-white blood cell scan led to the discovery of a pulmonary source of his recurrent fevers.,Virus_Diseases
"Gastrointestinal motor dysfunction in acquired selective cholinergic dysautonomia associated with infectious mononucleosis. This report documents the disturbance in gastrointestinal motor function in a patient with selective cholinergic dysautonomia that occurred following acute infectious mononucleosis. Apart from the gut, other organs affected included the pupils, sweat glands, lacrimal and salivary glands, and urinary bladder. Autonomic function tests showed the preservation of sympathetic adrenergic functions in contrast to the generalized involvement of postganglionic parasympathetic and sympathetic cholinergic nerves, including denervation hypersensitivity of the pupil and urinary bladder to exogenous cholinergic agonists. Cardiac and abdominal vagal responses were abnormal. Colon myenteric plexus ganglion cells were normal by morphological and immunohistochemical studies, suggesting that the selective cholinergic dysautonomia was the most likely pathophysiologic process responsible for the observed motility disorder. This study documents the occurrence of selective cholinergic dysautonomia following a viral illness, the importance of the extrinsic neural control on the motor function of the gastrointestinal tract, and the usefulness of combined motility and autonomic function testing in the evaluation of patients with symptoms suggestive of gut dysmotility.",Virus_Diseases
"Digital imaging techniques in dermatology. Digital imaging is a versatile technique that has been infrequently used in dermatology to record visual images. We have used this technology for 10 patients to follow cutaneous lesions, including alopecia mucinosa, psoriasis, and dysplastic nevi. The setup included a personal computer, digitizer board, monitor, video camera, and lights. An introduction to electronic (digital) imaging is given and some of the many possible applications in dermatology are discussed.",Skin_and_Connective_Tissue_Diseases
"Allergy and toxicodermia from shiitake mushrooms. Skin and respiratory symptoms developed within 2 months of exposure in a patient involved in the commercial production of shiitake mushrooms. A diagnosis of contact urticaria and allergic contact dermatitis from shiitake mushrooms was confirmed by prick and patch tests. The respiratory symptoms, their timing, the presence of precipitating IgG antibodies to shiitake spores and increased amounts of inflammatory cells and T lymphocytes in bronchoalveolar lavage indicated allergic alveolitis (mushroom worker's disease). A generalized exanthem developed in a second patient after eating raw shiitake mushrooms. Reactions to prick and patch tests with shiitake mushrooms were negative. The skin eruption in this patient corresponded to the previously reported shiitake-induced toxicodermia.",Skin_and_Connective_Tissue_Diseases
"Glucocorticoid level and neuropsychiatric symptoms in homosexual men with HIV infection. OBJECTIVE: There is a controversial literature suggesting that stress, anxiety, and depression are harmful to the immune system and therefore to health. Preclinical studies indicate that activation of the hypothalamic-pituitary-adrenal (HPA) axis by stress may be responsible for immunocompromise. The goal of this study was to assess this phenomenon in human immunodeficiency virus (HIV) infection. METHOD: Homosexual men in the community who did not meet modified Centers for Disease Control criteria for acquired immune deficiency syndrome (AIDS) were recruited for the study; 113 of the men were HIV positive and 77 were HIV negative. Very few of the men studied suffered from depression or anxiety disorder at the time of the first assessment. Twenty-four-hour urinary free cortisol levels were obtained from the 112 HIV-positive and 75 HIV-negative men whose 24-hour urine volumes were 500 ml or more. Cortisol levels were correlated with measures of medical, immunological, neurological, and psychiatric status. RESULTS: Small but significant correlations between 24-hour urinary free cortisol and medical status, level of depression, and level of anxiety were found in the HIV-positive group. There was no relationship between cortisol level and the number of CD4+ or CD8+ T lymphocytes or the CD4-CD8 ratio. CONCLUSIONS: Although HPA activation may be associated with stress in cases of HIV infection, it does not seem to be associated with further loss of CD4+ T lymphocytes. Subjects with HIV infection with the most evidence of medical complications may also be the most anxious and depressed.",Virus_Diseases
"Efficiency of opaque photoprotective agents in the visible light range. ""Opaque"" physical sunscreens are important for photoprotection of individuals with visible light and UV-A photosensitivity such as those with porphyria, drug photoallergy, and polymorphous light eruption. Diffuse spectral transmittance of various thicknesses of opaque sunscreen formulations were measured from 350- to 800-nm range using a spectrophotometer equipped with an integrating sphere. Transmission through 20% zinc oxide paste was high and decreased minimally despite large increases in the sunscreen layer thickness. Adding a visible light absorber such as iron oxide to scattering sunscreens, however, substantially lowered transmittance below that predicted by the product of the transmittances for each component alone. Opaque sunscreens protected against hematoporphyrin derivative photosensitization of albino guinea pig skin; these results were quantitatively consistent with the in vitro findings. Poor photoprotection against visible light is obtained with white paste sunscreens, even if thick layers are applied. The addition of pigments to such sunscreens, however, greatly enhances photoprotection and cosmetic acceptability.",Skin_and_Connective_Tissue_Diseases
"Renal failure in patients with AIDS-related complex. The acquired immune deficiency syndrome (AIDS) and AIDS-related complex (ARC) can be associated with nephropathy and renal failure. As the number of AIDS and ARC patients continues to increase dramatically, urologists will be called upon more frequently to help evaluate these patients for reversible causes of renal failure and to obtain tissue for pathologic diagnosis. Eight patients with ARC and renal failure were recently evaluated. Renal biopsies in 4 patients revealed focal and segmental glomerulosclerosis while 2 others showed proliferative and necrotizing glomerulonephritis with crescents. The implications of this study are that ARC patients with renal failure should be fully evaluated and be considered for long-term dialysis. However, the results of renal biopsies in these patients are unlikely to affect patient treatment.",Virus_Diseases
Diclofenac induced immune thrombocytopenia. We describe a patient with scleroderma who developed immune thrombocytopenia secondary to diclofenac on 2 occasions. Platelet count returned to normal with cessation of diclofenac and institution of prednisone.,Skin_and_Connective_Tissue_Diseases
"Evidence from Zaire that breast-feeding by HIV-1-seropositive mothers is not a major route for perinatal HIV-1 transmission but does decrease morbidity. Breast-feeding as a route of HIV-1 transmission during infancy but also as a protective measure against early childhood morbidity has been investigated prospectively in children born to HIV-1-seropositive mothers and control children born to age- and parity-matched HIV-1-seronegative women. The mothers of all study children had been enrolled antenatally at a maternity hospital in Kinshasa, Zaire, which served a relatively affluent group of women who sometimes chose not to breast-feed their infants. In 106 children born to HIV-1-seropositive women, the rate of HIV-1 transmission was 21% in 28 infants exclusively breast-fed, 19% in 68 infants both breast- and bottle-fed and 0% in 10 infants who were bottle-fed only (P = 0.35). In contrast, non-HIV-1-infected children of both HIV-1-seropositive and HIV-1-seronegative mothers who were exclusively breast-fed compared with uninfected children who were not exclusively breast-fed had significantly lower incidence rates of acute diarrhea, fever and lower respiratory tract infection. The lack of a dose-response effect between breast-feeding and perinatal HIV-1 transmission and the presence of a protective effect of breast-feeding against common causes of early childhood morbidity and mortality support the current World Health Organization recommendation that breast-feeding should continue to be promoted in all developing countries, including those with high HIV-1 prevalence rates in women of childbearing age.",Virus_Diseases
"Deficiency of the core proteins of dermatan sulphate proteoglycans in a variant form of Ehlers-Danlos syndrome. A variant form of Ehlers-Danlos syndrome with single adrenocorticotrophic hormone (ACTH) deficiency and mild diabetes mellitus was studied by immunohistochemical and biochemical analyses of the connective tissue. The patient exhibited features characteristic of the Ehlers-Danlos syndrome, such as fragility, hyperextensibility, and bruisability of the skin and large veins were readily seen, but no hypermobility of any joint was detectable. Biochemical studies of the connective tissue confirmed that the apparent synthesis of collagens was within normal limits, but the deposition of the major proteoglycan in the skin of this patient was markedly reduced, mainly because the synthesis of core protein of dermatan sulphate proteoglycan was defective.",Skin_and_Connective_Tissue_Diseases
"Growth factor and proto-oncogene expression in psoriasis. The expression of several proto-oncogenes and growth factors was analyzed in normal skin and psoriatic lesions by RNA blot hybridization. Isolation of intact RNA from frozen biopsy samples required immediate exposure to denaturants during tissue homogenization. Lipocortin II and cyclophilin transcripts were used as internal controls. These transcripts were abundant and slightly but significantly elevated in psoriatic lesions. When results were normalized according to these reference transcripts, there was no increase in the expression of c-myc, c-Ha-ras, c-erbB (EGF receptor), c-jun, or transforming growth factor-beta (TGF-beta) transcripts in psoriatic lesions, and lesional c-fos transcripts were decreased relative to normal skin. In contrast, expression of TGF-alpha mRNA transcripts were markedly increased in psoriatic lesions even after normalization. Placement of normal or psoriatic tissue in organ culture for 2 to 4 h resulted in strong induction of c-fos, c-jun, and c-myc transcripts, but not of the other genes studied. Thus, overexpression of proto-oncogenes may be more characteristic of the epidermal response to acute injury than of the steady-state hyperplasia characteristic of psoriasis. Interferon-gamma (IFN-gamma) increased TGF-alpha mRNA levels in cultured human KC at long time intervals (24-48 h). However, of various cytokines tested, only EGF and TGF-alpha induced TGF-alpha mRNA after short time intervals (2-4 h). These results as well as the selective overabundance of TGF-alpha mRNA in psoriatic lesions among various cytokines tested suggest that activation of the EGF receptor tyrosine kinase by TGF-alpha is important in the pathogenesis of psoriatic epidermal hyperplasia.",Skin_and_Connective_Tissue_Diseases
"Seborrheic dermatitis and HIV infection. Qualitative analysis of skin surface lipids in men seropositive and seronegative for HIV. We measured skin surface lipids (cholesterol, free fatty acids, triglycerides, wax esters, and squalene) in patients seropositive for human immunodeficiency virus (HIV) and those seronegative for HIV with and without seborrheic dermatitis. Cholesterol and wax ester fractions were similar in all four groups but triglycerides and squalene were significantly increased and free fatty acids significantly decreased in HIV-positive patients, regardless of the presence of seborrheic dermatitis. In addition, a strong negative correlation was found between free fatty acid and triglyceride levels. We conclude that abnormalities of skin surface lipids are not associated with the development of seborrheic dermatitis in HIV-positive persons but are associated with HIV infection itself.",Virus_Diseases
"Virological investigations of acute encephalopathy in India  A total of 740 consecutive children aged between 6 months and 12 years who presented with acute encephalopathic illnesses during a three year period were assessed both clinically and by laboratory investigations. Cerebrospinal fluid was examined for the presence of cells or other abnormal substances, and any organisms were cultured. Blood examination included white cell count and estimations of haemoglobin, urea, glucose, and electrolyte concentrations and serum alanine aminotransferase and aspartate aminotransferase. A firm diagnosis was established in 278 patients (38%). Pyogenic meningitis (n = 134), measles encephalopathy (n = 38), and electrolyte imbalance (n = 23) were important causes in this group, cerebral malaria (n = 4) was uncommon and there were no cases of Reye's syndrome. The diagnoses of the remaining 462 were combined under the heading 'acute unexplained encephalopathy'. Altogether 394 of the 462 patients underwent virological investigations for arboviruses and 92 (23%) had one or more indicators of Japanese encephalitis. No other arboviruses could be isolated. Throat swabs from 187 patients with acute unexplained encephalopathy were studied on monkey kidney tissue cell lines of which 14 were positive (8%). These were identified as adenovirus, parainfluenza, influenza, poliomyelitis, Coxsackie, and echovirus; in two cases the virus was untypable. Japanese encephalitis is an important cause of acute childhood encephalopathy in this region. Clinical features of the illness may be mimicked by several disorders which require specific treatment. Thirty four of the 92 died (37%).",Virus_Diseases
"A controlled study of inhaled pentamidine for primary prevention of Pneumocystis carinii pneumonia. BACKGROUND. Current recommendations for prophylaxis of Pneumocystis carinii pneumonia (PCP) are based on data from patients who have had at least one episode of PCP (secondary prevention). We designed a study to determine the efficacy and side effects of inhaled pentamidine in the primary prevention of PCP. METHODS. Two hundred twenty-three patients sero-positive for human immunodeficiency virus (HIV) who had the acquired immunodeficiency syndrome (AIDS) but not PCP, who had advanced AIDS-related complex, or who had less than 0.2 x 10(9) CD4-positive lymphocytes per liter received either 300 mg of pentamidine isethionate or 300 mg of sodium isethionate every 28 days by inhaler. The proportion of patients surviving without PCP was analyzed with the log-rank test as a function of time spent in the trial, according to the intention to treat with either placebo or pentamidine. RESULTS. The third of five planned interim analyses showed a significant difference in the occurrence of PCP, with 8 cases in pentamidine group and 23 in the placebo group (nominal P value = 0.0021). There were no deaths within 60 days of the diagnosis of PCP and no significant differences in survival between groups. Approximately 53 inhalations were needed to prevent one episode of pneumonia. Thirty-eight of 114 patients given pentamidine (33 percent) and 7 of 109 given placebo (6 percent) had moderate-to-severe coughing during inhalations (two-tailed P less than 0.00001), which caused 4 patients given pentamidine (3.5 percent) to discontinue taking it. CONCLUSIONS. A dose of 300 mg of aerosolized pentamidine given every four weeks was well tolerated and 60 to 70 percent effective in preventing a first episode of PCP in patients with HIV infection.",Virus_Diseases
"Septic arthritis as a non-surgical complication in rheumatoid arthritis: relation to disease severity and therapy. More aggressive therapy including cytotoxic drugs is increasingly used in the treatment of rheumatoid arthritis (RA), and may confer increased susceptibility to infections. Septic arthritis is one infectious complication known to be overrepresented in RA. We studied the impact of disease severity and medication in a group of nine RA patients with proven septic arthritis, excluding those occurring as a complication of orthopaedic surgery. Two control groups were used for comparison. The septic arthritis patients were functionally more incapacitated and more often treated with cytotoxic drugs. Six of the nine septic arthritis patients had received an intra-articular injection into the infected joint within 3 months prior to the onset of the septic arthritis. Only one of these occurred immediately after arthrocentesis. The annual frequency of septic arthritis was approximately 0.2%. During the 4-year period studied the frequency was 0.5%. When related to the number of glucocorticosteroid injections, a frequency of 1 per 2000 injections was found when late septic arthritis was included. The high frequency of delayed septic arthritis after intra-articular glucocorticosteroid administration should alert physicians to this complication.",Skin_and_Connective_Tissue_Diseases
"Trace elements and plasmapheresis. The relationship between serum aluminum (Al), zinc (Zn), copper (Cu), and iron (Fe) and plasmapheresis (PP) treatment was examined. Three patients with rheumatoid arthritis, six with myasthenia gravis, and 6 with multiple sclerosis were studied. Serum Al, Zn, Cu, and Fe were measured before and after PP. Plasma was separated by first filtration; a second filtration separated the plasma components. Three liters of plasma were treated in each PP session. With each PP treatment, total protein (TP) removed was 20 +/- 5% and serum albumin removed was +/- 6%. Serum Al rose significantly (p less than 0.01 from 1.1 +/- 0.2 micrograms/dl pre-PP to 2.8 +/- 0.4 micrograms/dl post-PP. Serum Zn, Cu, and Fe decreased significantly (p less than 0.01) from 86.2 +/- 7.4 micrograms/dl, 126 +/- 18 micrograms/dl, and 108 +/- 14 micrograms/dl pre-PP to 58.4 +/- 10.2 micrograms/dl, 104 +/- 6 micrograms/dl, and 82 +/- 16 micrograms/dl post-PP, respectively. Two days after the end of the six-month PP treatment, serum Al levels rose significantly (p less than 0.01), from 1.1 +/- 0.2 micrograms/dl to 3.6 +/- 0.8 micrograms/dl. However, serum TP, serum albumin, and serum Zn, Cu, and Fe did not change significantly. It thus appears essential in PP treated patients, to remove Al from the blood to protect against aluminum intoxication.",Skin_and_Connective_Tissue_Diseases
"Seronegative symmetric polyarthritis in Sezary syndrome. We describe a patient with Sezary syndrome and seronegative symmetric polyarthritis. Detailed analysis of the synovial membrane, including T lymphocyte subset delineation, demonstrated that malignant synovial infiltration was the direct cause of arthritis in this patient.",Skin_and_Connective_Tissue_Diseases
"Rhabdomyolysis and cutaneous necrosis following intravenous vasopressin infusion. A continuous IV infusion of vasopressin was administrated to a patient with cirrhosis of the liver and acute gastrointestinal bleeding from esophageal varices. In the first 24 hours, the patient developed rhabdomyolysis and cutaneous necrosis. Stopping vasopressin infusion resulted in relief of these lesions. The rarity of these complications suggests an idiosyncratic reaction of susceptible individuals that may be related to previous vascular disease or a failure in baroreceptor regulation.",Skin_and_Connective_Tissue_Diseases
